Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term_Months,Default_Status
844,37,22412,5602,467,12,No
845,59,16746,3017,702,36,Yes
846,42,22487,9529,635,60,No
847,46,16438,9282,584,48,Yes
848,64,36418,6439,560,12,No
849,45,9416,1789,709,60,Yes
850,37,28015,8875,571,24,Yes
851,33,26063,13121,780,24,No
852,40,24909,6151,838,24,No
853,45,36763,8343,577,12,No
854,24,19090,7826,703,36,No
855,30,25027,9205,685,12,No
856,23,9336,1214,570,12,No
857,61,17896,2518,571,12,No
858,38,33788,14241,640,24,No
859,56,11275,3749,558,36,No
860,42,23857,13968,737,12,No
861,54,15697,6895,630,36,No
862,28,20837,2188,560,48,Yes
863,60,16174,5507,642,12,Yes
864,64,11806,3627,687,12,No
865,39,26715,4096,592,12,No
866,62,21486,12066,490,48,Yes
867,61,29920,15034,660,48,No
868,57,32768,7046,552,24,No
869,26,40644,9266,586,60,No
870,46,23546,2731,687,36,No
871,54,41535,10315,602,60,No
872,26,13522,5304,638,12,No
873,57,34699,10771,766,12,No
874,53,27714,16202,621,24,No
875,42,24749,3168,811,60,No
876,41,27511,10886,709,12,No
877,26,13624,7209,575,60,Yes
878,26,12108,4121,611,24,No
879,24,51788,5255,548,60,Yes
880,50,20244,4482,700,36,No
881,31,20100,5263,755,24,No
882,50,12693,7399,621,60,No
883,51,10499,5836,501,12,Yes
884,44,21074,12108,678,48,Yes
885,29,18568,9523,581,48,No
886,23,22045,6080,593,24,No
887,51,23007,12721,674,48,No
888,60,76475,45184,748,36,No
889,57,18596,5114,709,24,No
890,56,48531,11175,684,12,No
891,44,50061,18695,637,12,No
892,51,32106,6214,544,24,Yes
893,26,19583,2277,677,48,No
894,22,11150,6388,707,48,No
895,40,27972,15744,602,12,No
896,48,36658,6647,620,36,No
897,31,52777,16037,738,48,No
898,24,13698,7061,618,36,Yes
899,35,19501,8395,628,48,No
900,26,13740,4086,642,24,No
901,50,16046,7575,703,60,Yes
902,58,30705,16842,673,12,No
903,22,15683,8830,667,24,No
904,35,14586,4221,771,48,No
905,31,32810,6128,617,12,No
906,28,27594,15353,573,60,Yes
907,46,26239,3838,731,60,No
908,64,15891,7323,668,48,No
909,25,42045,7158,602,12,No
910,26,22186,6538,621,48,No
911,46,72409,22141,548,60,Yes
912,24,23874,4282,668,24,No
913,39,6859,3850,533,24,Yes
914,40,6708,679,704,36,No
915,53,30090,16456,608,60,No
916,40,42203,22870,538,60,Yes
917,32,14884,3847,737,48,Yes
918,21,62974,28473,830,36,No
919,46,50589,11453,684,36,No
920,34,24471,11731,627,12,No
921,58,28846,10977,573,48,No
922,57,34450,8616,670,24,No
923,31,56669,17007,700,12,No
924,56,30979,13783,650,36,No
925,33,24196,13381,721,24,No
926,63,30827,5097,771,60,No
927,23,28815,11113,549,48,Yes
928,53,34968,7933,673,36,No
929,26,10046,5029,497,60,Yes
930,30,25794,3485,584,36,Yes
931,25,27728,12324,707,24,No
932,43,21238,3981,646,12,No
933,30,32600,12981,521,24,Yes
934,64,57560,29807,733,48,Yes
935,22,23602,11270,606,48,No
936,33,31127,14831,718,36,No
937,60,49174,17649,691,24,No
938,22,23879,13022,583,12,No
939,40,14125,5565,719,48,No
940,21,29968,16744,675,12,No
941,57,7325,2734,664,60,No
942,29,6980,2463,612,36,No
943,37,26017,5494,561,12,Yes
944,29,6819,2539,616,36,No
945,31,11411,1943,614,60,No
946,35,18214,9741,718,12,No
947,44,15356,6725,518,12,Yes
948,58,20457,12209,767,60,No
949,55,38423,5611,772,24,No
950,50,24815,5467,598,12,No
951,51,14477,7797,762,12,No
952,25,43356,12903,569,48,No
953,64,10781,3591,740,24,No
954,34,24610,13051,584,12,Yes
955,31,10198,3680,732,60,No
956,29,24988,4916,535,36,No
957,54,18782,10255,736,60,No
958,32,37839,4371,753,24,No
959,55,31582,17297,532,48,Yes
960,55,16422,2057,790,48,No
961,21,14921,6459,731,48,No
962,60,18815,2555,490,60,Yes
963,42,56262,25492,610,36,No
964,49,49490,5789,733,36,No
965,28,13573,7074,707,12,Yes
966,31,32863,10942,658,36,No
967,61,9267,1359,724,36,No
968,57,17611,7984,580,12,No
969,34,13852,4774,653,60,Yes
970,50,37595,7348,582,60,No
971,55,11552,1245,660,24,No
972,41,27300,8435,730,60,No
973,57,22034,3146,712,48,No
974,25,20176,2967,667,48,No
975,39,50807,11871,729,24,No
976,34,53095,22046,737,36,No
977,46,20492,7478,793,24,No
978,24,18528,2491,743,12,No
979,45,10368,6057,702,24,Yes
980,62,21979,11947,724,24,No
981,45,58492,13430,669,48,No
982,38,20653,3328,627,12,No
983,60,31709,18112,719,12,No
984,28,10951,3620,710,24,No
985,59,17722,4529,673,12,No
986,60,27756,9580,634,12,No
987,34,23223,11295,629,60,No
988,52,33267,6127,617,12,No
989,58,16295,7882,750,36,No
990,53,9182,4358,744,12,No
991,43,38601,14269,740,48,No
992,35,13793,7350,565,60,Yes
993,53,28376,4712,621,48,No
994,45,27596,10976,629,48,No
995,37,9586,3112,601,36,No
996,53,37218,11580,799,60,No
997,22,16592,3754,682,24,No
998,34,22641,6478,676,12,No
999,60,18414,2837,612,36,No
1000,60,49577,11194,718,36,No
1001,59,43120,10175,825,24,No
1002,26,8900,4096,656,36,No
1003,26,68146,8468,631,24,No
1004,23,15691,6678,642,24,No
1005,27,63020,13278,624,24,No
1006,28,19378,2730,649,36,No
1007,62,18574,4650,601,24,No
1008,35,19464,4130,579,36,No
1009,49,18026,6778,648,60,No
1010,53,77823,21688,656,24,No
1011,50,21201,12360,628,36,Yes
1012,59,18936,11016,766,36,No
1013,47,22891,7367,683,36,No
1014,56,13579,6756,709,12,No
1015,49,48950,5219,711,12,No
1016,58,10556,3946,658,24,No
1017,53,16203,7642,667,60,No
1018,57,35183,7334,581,24,Yes
1019,47,22497,2937,702,48,No
1020,53,28987,5158,623,48,No
1021,24,47409,15214,598,60,Yes
1022,42,36384,12850,754,60,No
1023,22,23593,6852,543,60,Yes
1024,30,62609,20034,787,12,No
1025,25,16088,5391,781,12,No
1026,30,20948,10153,632,48,No
1027,53,21693,3310,792,60,No
1028,58,20926,10138,578,36,No
1029,33,12905,5733,729,48,No
1030,51,9978,4697,651,60,Yes
1031,56,27135,12678,505,36,No
1032,44,16046,5380,599,60,Yes
1033,35,57176,11761,636,24,No
1034,49,21241,7823,712,36,No
1035,28,19423,11245,611,24,No
1036,25,38069,15009,628,12,No
1037,49,26932,2841,693,48,No
1038,24,20175,2619,689,60,No
1039,32,15988,9535,642,48,Yes
1040,22,137152,18648,625,60,No
1041,47,26394,3247,725,24,No
1042,51,37881,10474,625,36,No
1043,56,13207,7721,554,36,Yes
1044,56,16498,4278,618,60,Yes
1045,46,63333,19312,693,24,No
1046,63,44287,18469,638,60,No
1047,47,27689,3102,609,60,No
1048,25,18200,9989,549,60,Yes
1049,40,19594,7048,638,36,No
1050,31,15708,5237,668,60,No
1051,30,12352,6551,569,36,Yes
1052,60,34958,20154,634,12,No
1053,58,28837,8988,562,24,Yes
1054,26,31826,5926,639,12,No
1055,28,18611,9451,788,60,Yes
1056,43,25029,7549,663,36,No
1057,46,17747,10076,523,24,Yes
1058,63,15311,8803,676,48,Yes
1059,32,50692,7979,754,24,No
1060,46,23406,13535,539,24,Yes
1061,33,28388,8066,566,60,No
1062,60,33452,14154,670,12,No
1063,38,23553,2764,643,12,No
1064,45,24842,13525,746,48,Yes
1065,53,12793,5383,635,60,No
1066,60,14072,5935,716,24,No
1067,63,13712,7556,772,12,Yes
1068,32,29813,10558,580,12,No
1069,64,22821,6966,709,36,No
1070,56,14072,7501,617,24,No
1071,24,29438,13871,472,60,No
1072,25,28903,16604,688,12,Yes
1073,57,15560,8870,697,60,Yes
1074,28,21722,6324,526,24,No
1075,62,28957,9367,613,24,No
1076,48,14340,3269,600,12,Yes
1077,51,29234,12580,714,48,No
1078,29,25604,7227,526,60,No
1079,49,13365,6589,658,60,No
1080,34,24585,3952,462,36,No
1081,60,26445,4183,680,24,No
1082,61,16106,3257,660,24,No
1083,42,16753,2381,609,12,No
1084,31,13303,5454,764,12,No
1085,43,17597,3056,440,12,Yes
1086,21,21893,3940,648,36,No
1087,57,16776,1796,745,48,Yes
1088,41,10483,5147,660,12,Yes
1089,46,15610,7900,759,12,Yes
1090,56,17878,3236,613,12,No
1091,43,33137,15566,636,36,No
1092,21,29654,9393,748,60,No
1093,60,33460,7354,721,48,No
1094,35,15221,6251,841,60,No
1095,41,23641,4473,658,24,No
1096,29,6558,3137,666,24,No
1097,29,27295,3379,613,12,No
1098,30,29895,17326,633,60,No
1099,46,18475,2511,736,36,No
1100,61,25532,9950,649,48,No
1101,55,10327,5691,585,60,Yes
1102,45,14756,1563,619,60,No
1103,46,32296,11279,642,48,No
1104,31,28442,7821,590,60,Yes
1105,58,17927,6994,613,60,No
1106,22,33046,7029,570,48,Yes
1107,27,23603,3126,616,36,No
1108,38,17118,7069,743,48,No
1109,47,20102,6199,653,12,No
1110,54,17540,7213,846,12,No
1111,47,12186,2501,588,12,Yes
1112,37,41288,11121,688,12,No
1113,63,16580,6314,667,24,No
1114,64,14527,5760,702,36,No
1115,44,10253,2933,601,24,Yes
1116,45,5895,1414,620,60,No
1117,27,31280,7408,682,60,No
1118,26,32754,6136,609,48,No
1119,44,39995,10506,508,12,Yes
1120,53,20444,4083,754,48,No
1121,49,18751,7817,721,60,No
1122,63,17088,6570,616,12,No
1123,42,17885,5209,667,36,No
1124,46,38557,10137,730,60,No
1125,48,21736,4755,757,48,No
1126,41,26609,9784,658,48,No
1127,27,17658,9878,603,60,No
1128,37,42634,18880,767,24,No
1129,40,8498,4012,657,36,Yes
1130,61,11964,6187,638,60,No
1131,40,26631,7345,671,60,No
1132,42,52854,6947,742,48,No
1133,48,19681,8094,646,12,No
1134,60,14455,2809,728,12,No
1135,27,36327,13968,633,12,No
1136,21,25896,12164,698,48,No
1137,52,41986,20649,574,12,No
1138,33,11554,2899,735,60,No
1139,50,40369,14380,595,24,Yes
1140,43,10155,4168,686,24,No
1141,39,19070,9720,531,24,Yes
1142,52,27075,13014,651,12,No
1143,50,24173,14358,665,24,No
1144,49,37432,3894,595,12,No
1145,49,8836,2816,641,60,Yes
1146,50,23635,5389,670,60,No
1147,36,40127,6418,695,48,No
1148,60,22689,12609,658,48,No
1149,39,12441,7451,756,36,No
1150,38,36452,6936,742,60,No
1151,21,15928,1898,647,12,No
1152,34,14586,3464,543,36,Yes
1153,22,13697,7087,611,60,Yes
1154,48,19943,4924,471,12,Yes
1155,50,24137,3100,635,60,No
1156,58,11677,1474,762,60,No
1157,24,12941,4059,713,12,No
1158,21,15564,8807,656,60,No
1159,28,13663,3319,591,60,Yes
1160,49,22435,7035,659,60,No
1161,59,26386,3983,820,48,No
1162,23,24635,8543,769,24,No
1163,52,24653,11051,637,60,No
1164,30,50792,11965,531,12,No
1165,30,27223,6760,826,60,No
1166,39,32597,16982,591,48,Yes
1167,54,17902,1882,692,48,No
1168,53,35312,14768,525,60,Yes
1169,43,17480,5190,624,36,No
1170,48,27057,6742,524,24,Yes
1171,52,11095,4757,557,12,Yes
1172,27,23935,12382,576,12,Yes
1173,49,13525,5128,688,12,No
1174,28,35172,4064,642,12,No
1175,21,34130,11286,850,48,No
1176,23,17442,5779,740,24,No
1177,44,61376,22825,742,60,No
1178,43,19092,8314,690,60,No
1179,28,9837,1078,672,36,No
1180,57,14919,5236,745,60,No
1181,23,13068,5150,459,24,Yes
1182,53,26630,7234,600,60,No
1183,48,11876,5156,541,48,No
1184,28,16821,3601,499,60,Yes
1185,54,25777,6668,588,12,No
1186,55,23607,13724,558,12,Yes
1187,52,21887,5997,745,12,No
1188,44,23458,6409,657,12,No
1189,34,18301,7280,489,48,Yes
1190,52,9878,5783,675,48,No
1191,63,18062,10684,569,48,Yes
1192,36,27844,10854,654,60,No
1193,24,20568,2067,681,12,No
1194,57,26788,14742,589,36,Yes
1195,41,16425,6325,667,36,No
1196,34,36212,10247,682,12,No
1197,51,6135,3157,636,24,Yes
1198,38,23640,7090,592,60,No
1199,27,43236,5059,650,36,No
1200,30,46576,23778,638,48,No
1201,27,19615,7315,675,24,No
1202,53,11349,3053,628,48,Yes
1203,43,43618,9833,554,24,Yes
1204,41,21462,8518,636,24,No
1205,39,20343,4150,676,60,No
1206,39,14094,3691,664,48,No
1207,56,11790,4931,641,48,No
1208,49,29200,15790,611,36,Yes
1209,38,30789,11282,606,12,No
1210,22,24361,11682,615,12,No
1211,21,15032,7238,736,36,No
1212,25,12932,5588,574,24,Yes
1213,40,10763,2399,657,36,No
1214,31,16642,8876,549,36,Yes
1215,62,13320,4237,711,48,No
1216,22,9370,1144,607,36,Yes
1217,23,30505,6781,583,24,No
1218,43,11389,5498,667,12,No
1219,32,36024,4847,453,60,No
1220,40,26823,4658,546,36,No
1221,25,25518,11409,678,36,No
1222,57,50647,27668,731,48,No
1223,58,11580,4827,686,48,No
1224,50,34094,7198,661,36,No
1225,29,18980,2404,842,36,No
1226,54,79660,32466,689,24,No
1227,64,18207,2252,566,12,No
1228,55,16795,6824,731,12,No
1229,42,27248,5798,598,60,No
1230,64,19841,10958,593,12,Yes
1231,44,15074,5088,539,60,Yes
1232,37,13559,2874,617,48,No
1233,30,45665,24045,551,60,Yes
1234,50,12311,2794,694,60,No
1235,43,24625,6237,639,12,No
1236,52,37350,19315,541,36,Yes
1237,37,38263,9733,643,48,No
1238,37,16304,4974,729,24,Yes
1239,34,19868,5440,779,60,No
1240,29,18032,2852,506,60,No
1241,60,10223,1221,587,60,No
1242,22,28818,13321,546,36,No
1243,45,22454,9488,678,24,No
1244,59,45265,10917,537,12,No
1245,29,14594,3616,734,48,No
1246,42,37962,21733,746,36,Yes
1247,63,39325,23352,715,24,No
1248,24,22551,7593,592,48,No
1249,46,7439,3728,597,12,Yes
1250,49,17046,7983,613,48,No
1251,54,53794,13376,738,60,No
1252,43,25553,3303,514,60,Yes
1253,57,31154,5335,680,36,No
1254,31,21066,10936,575,48,Yes
1255,26,19698,9171,616,60,No
1256,38,8658,3741,708,36,Yes
1257,41,32773,5418,528,36,No
1258,62,37791,15870,627,36,No
1259,56,13692,6655,639,12,Yes
1260,61,20142,10681,647,60,No
1261,58,18828,2007,641,60,No
1262,54,27175,12017,694,24,No
1263,37,16777,1837,613,12,No
1264,57,35089,15910,679,60,No
1265,45,22826,9536,676,60,No
1266,58,6156,1072,672,24,No
1267,32,27484,13276,692,48,No
1268,43,36249,4863,672,48,No
1269,62,12381,6353,642,12,No
1270,42,27020,6240,548,36,No
1271,41,54994,24440,758,24,No
1272,47,23295,13088,785,24,No
1273,51,38980,10521,621,60,No
1274,26,17657,6205,686,60,No
1275,47,21829,7237,606,24,No
1276,60,19884,3555,592,36,No
1277,54,18150,7172,654,48,No
1278,32,20458,9645,850,12,No
1279,27,9746,5442,777,48,Yes
1280,30,18667,9807,765,12,No
1281,37,42997,15264,691,36,No
1282,46,13604,6251,576,24,Yes
1283,41,12925,6467,732,36,Yes
1284,48,22711,7874,422,24,Yes
1285,22,23285,3672,681,60,No
1286,63,26601,8484,737,12,No
1287,21,20808,10845,662,60,No
1288,56,22832,9094,782,24,No
1289,46,18482,8542,535,12,No
1290,49,11638,2241,778,12,No
1291,41,21254,12373,637,60,No
1292,31,31643,9557,766,12,No
1293,60,28496,12162,731,24,No
1294,31,9208,1007,771,24,Yes
1295,56,24983,4088,728,60,No
1296,59,14095,6920,705,36,Yes
1297,60,44182,25801,759,24,Yes
1298,55,25929,6742,654,24,No
1299,54,34480,4088,698,12,No
1300,44,22260,6242,649,12,No
1301,42,21310,2317,595,24,No
1302,25,46533,9129,692,60,No
1303,53,35824,17060,665,36,No
1304,56,23363,13282,750,12,No
1305,40,19933,2864,634,12,No
1306,39,9380,3554,589,36,Yes
1307,55,25907,5879,749,12,No
1308,63,20680,3505,655,60,No
1309,37,29055,6086,586,12,Yes
1310,63,33823,13153,761,12,No
1311,54,40800,5408,724,24,No
1312,29,26068,8266,797,60,No
1313,46,13053,2187,622,60,Yes
1314,22,7520,1777,611,24,Yes
1315,29,14583,2849,563,48,Yes
1316,29,42905,23232,604,36,Yes
1317,60,54816,24886,619,60,No
1318,37,19556,10447,704,48,No
1319,21,10609,3094,575,36,Yes
1320,45,15927,4088,596,60,Yes
1321,63,38905,11293,785,12,No
1322,60,16391,1791,415,60,No
1323,62,29571,13672,688,36,No
1324,45,23963,6587,546,48,Yes
1325,59,31413,8062,585,12,No
1326,55,54666,21815,763,36,No
1327,23,29581,9410,655,36,No
1328,57,23705,13995,850,60,No
1329,64,57767,16066,700,24,No
1330,64,26233,10675,583,24,No
1331,50,14816,3790,694,12,Yes
1332,58,31061,18490,740,36,No
1333,54,27549,8886,691,48,No
1334,32,18883,7875,632,12,No
1335,39,17004,2777,514,12,Yes
1336,57,18974,8851,624,60,No
1337,64,16882,3960,783,48,Yes
1338,37,19285,6254,586,36,No
1339,30,14452,7826,617,36,No
1340,32,26717,15636,729,36,No
1341,36,25734,8036,699,12,No
1342,44,26176,13543,545,60,Yes
1343,39,21350,2704,641,12,No
1344,28,20154,10556,762,24,No
1345,51,45297,18787,652,24,No
1346,41,22781,7844,764,36,No
1347,37,41435,22581,769,60,No
1348,43,13383,6994,575,36,Yes
1349,57,29572,7347,626,36,No
1350,36,15254,7562,702,12,No
1351,26,16679,2497,526,36,Yes
1352,28,17926,9167,632,36,Yes
1353,45,17373,7604,693,60,No
1354,38,17416,2506,600,60,No
1355,45,40483,17874,697,60,No
1356,32,22532,8793,601,36,No
1357,35,24649,9792,601,60,No
1358,46,17525,4301,709,60,No
1359,61,33808,7885,759,48,No
1360,46,26305,12659,593,48,No
1361,52,18873,4310,553,24,Yes
1362,30,9975,3223,647,12,No
1363,36,24542,10979,687,12,No
1364,27,29373,4106,592,60,No
1365,37,13501,5363,782,24,Yes
1366,43,19002,7499,638,24,No
1367,46,28812,12738,591,48,Yes
1368,41,10042,2861,804,24,No
1369,42,15923,5166,751,36,No
1370,27,26594,7047,591,60,Yes
1371,34,38273,19292,735,36,No
1372,35,65702,10860,597,12,Yes
1373,27,58649,34103,711,48,No
1374,29,23668,9879,792,36,No
1375,28,17290,9396,553,60,Yes
1376,43,34946,10942,606,36,No
1377,49,16784,4466,608,36,No
1378,38,15047,8281,671,24,Yes
1379,51,18908,2825,687,48,No
1380,50,17759,2815,642,12,No
1381,59,27073,6759,515,60,No
1382,55,16298,9451,551,60,Yes
1383,38,22984,9573,579,12,No
1384,62,48897,18438,694,60,No
1385,59,23413,10598,538,24,Yes
1386,37,47022,14517,576,36,Yes
1387,34,40176,19245,559,24,Yes
1388,51,29614,8783,677,24,No
1389,44,18451,9468,740,24,No
1390,55,37058,8658,662,12,No
1391,64,19438,4641,809,48,No
1392,54,22004,7947,662,12,No
1393,23,25980,8193,642,12,No
1394,57,21967,9315,587,24,No
1395,63,15365,4335,666,48,No
1396,60,10264,2209,583,12,No
1397,46,35580,11915,571,48,No
1398,43,29294,11145,569,24,No
1399,64,9317,1596,632,12,No
1400,59,15162,5736,609,48,No
1401,35,24089,6254,850,60,No
1402,24,27481,8140,666,12,No
1403,49,10309,2470,665,12,No
1404,42,21065,11916,605,12,Yes
1405,45,28848,12741,850,48,No
1406,33,18476,4272,576,36,No
1407,38,25032,10576,612,12,No
1408,53,17261,9049,729,60,Yes
1409,36,34703,10439,666,60,No
1410,62,14770,7606,548,24,Yes
1411,64,12443,2204,652,36,No
1412,22,22347,11428,704,36,No
1413,55,10756,3981,690,48,No
1414,62,7688,1625,702,24,No
1415,54,37868,11495,824,48,No
1416,50,13465,7998,671,24,Yes
1417,33,11306,5560,713,36,Yes
1418,33,14678,5688,456,48,Yes
1419,38,14352,2261,799,24,Yes
1420,52,20515,6337,655,36,No
1421,52,12749,2951,580,36,Yes
1422,55,28256,3828,634,12,No
1423,59,30427,11291,703,48,No
1424,49,11643,6340,732,12,No
1425,49,16170,7079,642,36,No
1426,64,16957,3812,698,48,No
1427,36,20282,7844,628,48,No
1428,64,37848,21634,689,60,No
1429,30,38954,17975,666,24,No
1430,50,76836,34171,674,60,No
1431,45,7082,4136,625,60,Yes
1432,59,13875,6929,682,36,No
1433,40,54557,9182,583,24,No
1434,25,8952,2451,665,60,Yes
1435,21,53940,31423,599,60,No
1436,50,23710,8176,570,48,No
1437,23,24150,3763,593,36,No
1438,34,11615,3824,633,60,No
1439,50,17578,7883,607,24,No
1440,24,52769,31596,681,12,Yes
1441,38,21507,5633,656,12,No
1442,57,17636,6296,731,36,No
1443,45,26980,14564,643,12,No
1444,21,20008,5554,664,48,No
1445,35,26175,4047,799,48,No
1446,29,14402,8273,614,24,Yes
1447,35,21192,7294,627,36,No
1448,44,15985,5616,746,36,No
1449,24,8937,3669,573,12,Yes
1450,32,28028,2852,755,60,No
1451,57,11885,6721,631,60,Yes
1452,57,20284,5694,583,60,Yes
1453,63,34997,10445,722,24,No
1454,26,10415,1948,629,36,No
1455,59,29802,8615,795,12,No
1456,44,18960,9517,656,24,Yes
1457,31,13585,6792,655,48,Yes
1458,33,60564,34394,603,48,No
1459,54,22020,6641,638,48,No
1460,45,16580,7533,628,36,No
1461,27,14911,5272,756,48,Yes
1462,24,34220,17178,673,60,No
1463,28,16219,7400,706,48,Yes
1464,40,32152,9129,657,24,No
1465,49,21999,5903,617,48,No
1466,30,38487,8706,679,60,No
1467,63,13078,5077,777,48,No
1468,54,14023,8160,566,12,Yes
1469,46,19139,3828,683,60,No
1470,61,19949,2944,769,36,No
1471,23,18448,2946,584,48,No
1472,26,82102,40357,723,24,No
1473,25,61797,16997,723,48,No
1474,25,25579,5427,546,24,Yes
1475,43,27132,7499,738,12,No
1476,29,19570,8271,602,36,No
1477,55,13031,4865,678,60,No
1478,40,20109,9487,731,60,No
1479,62,32388,8729,746,36,No
1480,55,42311,13793,527,12,Yes
1481,38,36237,5471,793,12,No
1482,37,10353,1413,763,48,Yes
1483,44,19060,6311,734,12,No
1484,23,10567,2650,678,48,No
1485,52,39514,16058,615,24,No
1486,55,17922,2177,563,36,Yes
1487,58,21513,3461,520,24,No
1488,33,28001,14913,701,24,Yes
1489,45,87822,33649,734,24,No
1490,29,25188,11486,643,24,No
1491,24,19552,10186,613,60,No
1492,34,11842,3930,655,12,No
1493,57,45675,21948,598,36,No
1494,54,20114,7287,651,36,No
1495,31,50441,10661,594,24,Yes
1496,61,38284,10291,698,36,No
1497,23,17474,6031,749,48,No
1498,48,10980,2837,690,36,No
1499,49,25242,6758,643,24,No
1500,29,16196,4351,729,36,No
1501,23,22464,3626,651,12,No
1502,45,37217,5296,726,24,No
1503,54,9635,1187,599,60,Yes
1504,32,25142,3909,609,12,No
1505,62,32202,8754,570,36,Yes
1506,29,32993,13096,612,60,No
1507,35,11139,2161,728,12,No
1508,60,27164,14777,580,48,Yes
1509,45,40205,20271,465,12,Yes
1510,25,26150,9420,616,60,No
1511,31,20788,9606,556,48,No
1512,54,38941,11026,609,36,No
1513,44,15565,1842,818,24,No
1514,35,10250,5659,578,36,Yes
1515,58,19924,3265,700,24,No
1516,28,28782,16519,643,24,No
1517,25,37029,14291,679,60,No
1518,46,28717,7259,609,48,No
1519,38,33453,11633,742,48,No
1520,26,37147,13031,684,12,No
1521,57,18588,2075,686,36,No
1522,33,20455,5680,657,60,No
1523,48,41922,19700,750,36,No
1524,25,12027,4270,694,12,Yes
1525,33,27297,6063,679,12,No
1526,37,15392,4118,702,60,No
1527,60,38182,20294,509,12,No
1528,52,21829,7919,665,60,No
1529,49,22110,8051,644,12,No
1530,23,52283,30362,743,48,No
1531,60,12861,3349,593,60,Yes
1532,54,24536,8336,666,48,No
1533,60,20129,10182,803,48,Yes
1534,47,28744,13781,647,60,No
1535,33,57795,13460,543,36,Yes
1536,53,16274,2856,823,24,No
1537,26,12104,5451,592,12,Yes
1538,44,14696,3362,566,12,No
1539,39,19606,11005,569,36,No
1540,36,22745,3744,708,24,No
1541,60,23324,6044,753,36,No
1542,48,54248,6910,790,24,No
1543,53,49633,22416,651,60,No
1544,61,42254,23055,571,60,Yes
1545,33,77436,32363,604,48,No
1546,63,33257,18919,652,48,No
1547,45,38337,6296,648,60,No
1548,62,32938,4738,754,48,No
1549,56,30346,15755,544,60,Yes
1550,47,26827,14158,560,36,Yes
1551,58,18062,9311,625,12,Yes
1552,27,11808,5897,679,60,No
1553,25,20633,5800,614,60,No
1554,63,29228,6100,608,60,No
1555,51,22836,12888,743,48,No
1556,43,12930,3277,687,48,No
1557,62,20273,6065,571,48,No
1558,30,19751,8883,609,48,No
1559,52,21350,5266,691,36,No
1560,63,28154,14346,549,60,Yes
1561,50,31354,4233,690,36,No
1562,59,17153,8500,622,48,No
1563,51,35974,14422,679,36,No
1564,38,38786,14990,659,60,No
1565,56,25852,8510,560,60,Yes
1566,22,30710,7325,599,48,Yes
1567,34,36030,11963,765,60,No
1568,33,12723,4135,839,36,No
1569,49,37323,14626,510,24,Yes
1570,32,14838,3572,733,60,No
1571,59,15578,2162,673,36,No
1572,22,24297,4192,816,36,No
1573,52,7540,3389,605,36,No
1574,33,24048,2675,721,60,No
1575,47,35986,19008,625,24,No
1576,61,9672,4325,752,48,No
1577,37,37968,18378,834,48,No
1578,60,15531,8044,667,60,Yes
1579,51,24426,3941,558,60,No
1580,54,16700,8537,763,12,Yes
1581,44,29332,10334,695,24,No
1582,55,36771,19957,680,36,Yes
1583,26,30439,16537,776,36,No
1584,39,21982,2463,558,48,No
1585,50,17362,5059,592,60,No
1586,27,21276,7727,697,24,No
1587,30,30576,13428,590,48,No
1588,61,31105,7561,624,24,No
1589,52,29010,6558,751,60,No
1590,54,11599,3371,684,36,No
1591,48,21774,7631,555,12,Yes
1592,35,16047,9236,682,24,No
1593,50,30713,14774,749,36,No
1594,57,15025,4727,663,24,Yes
1595,49,27612,3511,719,24,No
1596,42,19127,3524,608,24,No
1597,24,8608,2823,670,60,No
1598,40,35083,17784,523,48,No
1599,52,21749,6314,700,24,No
1600,56,41688,15393,678,60,No
1601,24,9579,5229,546,12,Yes
1602,47,19038,10602,771,48,No
1603,37,19767,4109,695,60,No
1604,32,25212,3070,594,12,No
1605,42,11354,2869,702,48,Yes
1606,37,28912,12949,571,60,No
1607,30,57287,32971,582,12,Yes
1608,21,27924,3867,571,60,No
1609,42,23073,2635,569,12,Yes
1610,46,11062,5996,685,24,Yes
1611,38,14956,7090,657,24,No
1612,34,21419,12768,709,48,No
1613,49,16900,5042,424,12,No
1614,32,36795,11333,618,24,No
1615,56,28763,5354,619,48,No
1616,55,84642,13366,654,36,No
1617,32,13488,5251,652,24,No
1618,27,22394,6318,668,24,No
1619,49,11028,1545,657,60,No
1620,31,7250,3940,613,36,Yes
1621,53,31614,6296,618,12,No
1622,26,28234,13391,645,48,No
1623,35,14367,3464,690,36,No
1624,52,23075,11686,656,12,No
1625,31,16080,2559,587,24,Yes
1626,43,17203,8223,582,48,No
1627,46,18767,2797,690,48,No
1628,54,14068,4550,710,36,Yes
1629,54,15393,7188,735,60,No
1630,49,15611,2913,610,12,No
1631,24,27212,6607,499,36,No
1632,37,5502,2929,680,60,Yes
1633,55,19656,10664,592,60,Yes
1634,33,12786,1565,641,60,No
1635,61,13019,2396,661,48,No
1636,59,16935,2688,694,12,No
1637,35,21869,4151,721,12,No
1638,49,19787,11577,743,36,Yes
1639,49,12938,4862,755,24,No
1640,31,31597,10555,658,36,No
1641,52,14026,8306,514,12,Yes
1642,22,15254,5773,601,48,Yes
1643,34,25393,10933,762,36,No
1644,40,25853,6886,661,24,No
1645,42,16222,4721,824,36,Yes
1646,31,5074,2015,619,60,No
1647,47,14146,1908,835,24,No
1648,23,23883,5443,649,60,No
1649,37,31079,6166,616,48,No
